Sample,Courant,Pose
421,1.55,0.99
422,1.55,0.99
423,1.55,0.99
424,1.55,0.99
425,1.55,0.99
426,1.55,0.99
427,1.55,0.99
428,1.55,0.99
429,1.56,0.99
430,1.56,0.99
431,1.56,0.99
432,1.57,0.99
433,1.57,0.99
434,1.57,0.99
435,1.57,0.99
436,1.57,0.99
437,1.57,0.99
438,1.57,0.99
439,1.57,0.99
440,1.57,0.99
441,1.58,0.99
442,1.58,0.99
443,1.58,0.99
444,1.58,0.99
445,1.58,0.99
446,1.59,0.99
447,1.59,0.99
448,1.59,0.99
449,1.59,0.99
450,1.59,0.99
451,1.59,0.99
452,1.59,0.99
453,1.6,0.99
454,1.6,0.99
455,1.6,0.99
456,1.61,0.99
457,1.61,0.99
458,1.61,0.99
459,1.61,0.99
460,1.61,0.99
461,1.61,0.99
462,1.61,0.99
463,1.62,0.99
464,1.61,0.99
465,1.62,0.99
466,1.62,0.99
467,1.63,0.99
468,1.63,0.99
469,1.63,0.99
470,1.63,0.99
471,1.63,0.99
472,1.63,0.99
473,1.63,0.99
474,1.63,0.99
475,1.63,0.99
476,1.64,0.99
477,1.63,0.99
478,1.64,0.99
479,1.65,0.99
480,1.65,0.99
481,1.65,0.99
482,1.65,0.99
483,1.65,0.99
484,1.65,0.99
485,1.65,0.99
486,1.65,0.99
487,1.66,0.99
488,1.66,0.99
489,1.66,0.99
490,1.66,0.99
491,1.66,0.99
492,1.66,0.99
493,1.67,0.99
494,1.67,0.99
495,1.67,0.99
496,1.67,0.99
497,1.67,0.99
498,1.67,0.99
499,1.67,0.99
500,1.68,0.99
501,1.68,0.99
502,1.68,0.99
503,1.68,0.99
504,1.69,0.99
505,1.68,0.99
506,1.69,0.99
507,1.69,0.99
508,1.69,0.99
509,1.7,0.99
510,1.7,0.99
511,1.7,0.99
512,1.7,0.99
513,1.7,0.99
514,1.7,0.99
515,1.7,0.99
516,1.7,0.99
517,1.71,0.99
518,1.71,0.99
519,1.72,0.99
520,1.72,0.99
521,1.72,0.99
522,1.72,0.99
523,1.72,0.99
524,1.72,0.99
525,1.72,0.99
526,1.72,0.99
527,1.73,0.99
528,1.73,0.99
529,1.73,0.99
530,1.73,0.99
531,1.73,0.99
532,1.74,0.99
533,1.74,0.99
534,1.74,0.99
535,1.74,0.99
536,1.74,0.99
537,1.74,0.99
538,1.74,0.99
539,1.74,0.99
540,1.74,0.99
541,1.75,0.99
542,1.75,0.99
543,1.75,0.99
544,1.76,0.99
545,1.76,0.99
546,1.76,0.99
547,1.76,0.99
548,1.76,0.99
549,1.77,0.99
550,1.76,0.99
551,1.77,0.99
552,1.77,0.99
553,1.77,0.99
554,1.78,0.99
555,1.78,0.99
556,1.78,0.99
557,1.78,0.99
558,1.78,0.99
559,1.78,0.99
560,1.78,0.99
561,1.79,0.99
562,1.79,0.99
563,1.79,0.99
564,1.8,0.99
565,1.8,0.99
566,1.8,0.99
567,1.8,0.99
568,1.8,0.99
569,1.8,0.99
570,1.8,0.99
571,1.8,0.99
572,1.8,0.99
573,1.81,0.99
574,1.8,0.99
575,1.8,0.99
576,1.8,0.99
577,1.81,0.99
578,1.8,0.99
579,1.81,0.99
580,1.81,0.99
581,1.81,0.99
582,1.8,0.99
583,1.81,0.99
584,1.81,0.99
585,1.81,0.99
586,1.81,0.99
587,1.81,0.99
588,1.81,0.99
589,1.81,0.99
590,1.81,0.99
591,1.81,0.99
592,1.81,0.99
593,1.81,0.99
594,1.81,0.99
595,1.81,0.99
596,1.81,0.99
597,1.81,0.99
598,1.81,0.99
599,1.81,0.99
600,1.81,0.99
601,1.81,0.99
602,1.81,0.99
603,1.81,0.99
604,1.81,0.99
605,1.81,0.99
606,1.81,0.99
607,1.81,0.99
608,1.81,0.99
609,1.81,0.99
610,1.81,0.99
611,1.81,0.99
612,1.81,0.99
613,1.81,0.99
614,1.81,0.99
615,1.81,0.99
616,1.82,0.99
617,1.81,0.99
618,1.82,0.99
619,1.82,0.99
620,1.81,0.99
621,1.81,0.99
622,1.81,0.99
623,1.82,0.99
624,1.82,0.99
625,1.82,0.99
626,1.82,0.99
627,1.82,0.99
628,1.82,0.99
629,1.82,0.99
630,1.82,0.99
631,1.82,0.99
632,1.82,0.99
633,1.82,0.99
634,1.82,0.99
635,1.83,0.99
636,1.82,0.99
637,1.83,0.99
638,1.83,0.99
639,1.82,0.99
640,1.83,0.99
641,1.83,0.99
642,1.82,0.99
643,1.83,0.99
644,1.83,0.99
645,1.83,0.99
646,1.83,0.99
647,1.83,0.99
648,1.83,0.99
649,1.83,0.99
650,1.83,0.99
651,1.83,0.99
652,1.83,0.99
653,1.83,0.99
654,1.83,0.99
655,1.83,0.99
656,1.83,0.99
657,1.83,0.99
658,1.83,0.99
659,1.83,0.99
660,1.83,0.99
661,1.83,0.99
662,1.83,0.99
663,1.83,0.99
664,1.83,0.99
665,1.83,0.99
666,1.83,0.99
667,1.83,0.99
668,1.83,0.99
669,1.83,0.99
670,1.83,0.99
671,1.83,0.99
672,1.83,0.99
673,1.83,0.99
674,1.83,0.99
675,1.83,0.99
676,1.84,0.99
677,1.85,0.99
678,1.84,0.99
679,1.84,0.99
680,1.84,0.99
681,1.84,0.99
682,1.84,0.99
683,1.84,0.99
684,1.84,0.99
685,1.84,0.99
686,1.84,0.99
687,1.84,0.99
