Sample,Courant,Pose
0,1.59,13.43
1,1.59,13.43
2,1.59,13.43
3,1.59,13.43
4,1.59,13.43
5,1.59,13.43
6,1.59,13.43
7,1.59,13.43
8,1.59,13.43
9,1.59,13.43
10,1.59,13.43
11,1.59,13.43
12,1.58,13.43
13,1.59,13.43
14,1.59,13.43
15,1.59,13.43
16,1.58,13.43
17,1.58,13.43
18,1.58,13.43
19,1.58,13.43
20,1.58,13.43
21,1.58,13.43
22,1.58,13.43
23,1.58,13.43
24,1.58,13.43
25,1.58,13.43
26,1.58,13.43
27,1.57,13.43
28,1.58,13.43
29,1.57,13.43
30,1.57,13.43
31,1.57,13.43
32,1.57,13.43
33,1.57,13.43
34,1.57,13.43
35,1.57,13.43
36,1.57,13.43
37,1.57,13.43
38,1.57,13.43
39,1.57,13.43
40,1.57,13.43
41,1.57,13.43
42,1.57,13.43
43,1.57,13.43
44,1.57,13.43
45,1.57,13.43
46,1.56,13.43
47,1.57,13.43
48,1.56,13.43
49,1.57,13.43
50,1.56,13.43
51,1.56,13.43
52,1.56,13.43
53,1.56,13.43
54,1.56,13.43
55,1.56,13.43
56,1.56,13.43
57,1.56,13.43
58,1.55,13.43
59,1.56,13.43
60,1.56,13.43
61,1.56,13.43
62,1.55,13.43
63,1.55,13.43
64,1.55,13.43
65,1.55,13.43
66,1.55,13.43
67,1.55,13.43
68,1.55,13.43
69,1.55,13.43
70,1.55,13.43
71,1.55,13.43
72,1.55,13.43
73,1.55,13.43
74,1.55,13.43
75,1.55,13.43
76,1.55,13.43
77,1.55,13.43
78,1.55,13.43
79,1.55,13.43
80,1.54,13.43
81,1.55,13.43
82,1.55,13.43
83,1.54,13.43
84,1.54,13.43
85,1.54,13.43
86,1.54,13.43
87,1.54,13.43
88,1.54,13.43
89,1.54,13.43
90,1.53,13.43
91,1.53,13.43
92,1.54,13.43
93,1.54,13.43
94,1.53,13.43
95,1.53,13.43
96,1.53,13.43
97,1.53,13.43
98,1.53,13.43
99,1.53,13.43
100,1.53,13.43
101,1.53,13.43
102,1.53,13.43
103,1.53,13.43
104,1.53,13.43
105,1.53,13.43
106,1.53,13.43
107,1.53,13.43
108,1.53,13.43
109,1.53,13.43
110,1.53,13.43
111,1.53,13.43
112,1.53,13.43
113,1.53,13.43
114,1.52,13.43
115,1.52,13.43
116,1.52,13.43
117,1.53,13.43
118,1.52,13.43
