Sample,Pose,Courant
179,5.28,0.54
180,5.28,0.54
181,5.28,0.54
182,5.28,0.54
183,5.28,0.54
184,5.28,0.54
185,5.28,0.54
186,5.28,0.54
187,5.28,0.54
188,5.28,0.54
189,5.28,0.54
190,5.28,0.54
191,5.28,0.54
192,5.28,0.54
193,5.28,0.54
194,5.28,0.54
195,5.28,0.54
196,5.28,0.54
197,5.28,0.54
198,5.28,0.53
199,5.28,0.54
200,5.28,0.54
201,5.28,0.54
202,5.28,0.54
203,5.28,0.54
204,5.29,0.54
205,5.29,0.54
206,5.29,0.54
207,5.28,0.54
208,5.29,0.54
209,5.29,0.54
210,5.28,0.54
211,5.29,0.54
212,5.29,0.54
213,5.28,0.53
214,5.29,0.54
215,5.29,0.54
216,5.29,0.54
217,5.29,0.54
218,5.29,0.54
219,5.29,0.54
220,5.29,0.54
221,5.29,0.54
222,5.29,0.54
223,5.29,0.54
224,5.29,0.54
225,5.29,0.54
226,5.29,0.54
227,5.29,0.54
228,5.29,0.54
229,5.29,0.54
230,5.29,0.54
231,5.29,0.54
232,5.29,0.54
233,5.29,0.54
234,5.29,0.54
235,5.29,0.54
236,5.29,0.54
237,5.29,0.54
238,5.29,0.54
239,5.29,0.54
240,5.29,0.54
241,5.29,0.54
242,5.29,0.54
243,5.29,0.54
244,5.29,0.54
245,5.29,0.54
246,5.29,0.54
247,5.29,0.54
248,5.29,0.54
249,5.29,0.54
250,5.29,0.54
251,5.29,0.54
252,5.29,0.54
253,5.29,0.54
254,5.29,0.54
255,5.29,0.54
256,5.29,0.54
257,5.29,0.54
258,5.29,0.54
259,5.29,0.54
260,5.29,0.54
261,5.29,0.54
262,5.3,0.54
263,5.36,0.55
264,5.36,0.56
265,5.36,0.56
266,5.35,0.56
267,5.35,0.56
268,5.35,0.56
269,5.35,0.56
270,5.35,0.56
271,5.35,0.56
272,5.34,0.56
273,5.34,0.56
274,5.34,0.56
275,5.34,0.56
276,5.34,0.56
277,5.34,0.56
278,5.34,0.56
279,5.34,0.56
280,5.34,0.56
281,5.34,0.56
282,5.34,0.56
283,5.34,0.56
284,5.34,0.56
285,5.35,0.56
286,5.35,0.56
287,5.35,0.56
288,5.35,0.56
289,5.35,0.56
290,5.36,0.56
291,5.36,0.56
292,5.36,0.56
293,5.36,0.56
294,5.36,0.56
295,5.37,0.56
296,5.37,0.56
297,5.37,0.56
298,5.37,0.56
299,5.37,0.56
300,5.37,0.56
301,5.37,0.56
302,5.37,0.56
303,5.37,0.56
304,5.37,0.56
305,5.37,0.56
306,5.37,0.56
307,5.37,0.56
308,5.37,0.56
309,5.37,0.56
310,5.37,0.56
311,5.37,0.56
312,5.37,0.56
313,5.37,0.56
314,5.36,0.56
315,5.36,0.56
316,5.36,0.56
317,5.36,0.56
318,5.36,0.56
319,5.35,0.56
320,5.35,0.56
321,5.35,0.56
322,5.35,0.56
323,5.35,0.56
324,5.34,0.56
325,5.34,0.56
326,5.34,0.56
327,5.34,0.56
328,5.34,0.56
329,5.34,0.56
330,5.34,0.56
331,5.34,0.56
332,5.34,0.56
333,5.34,0.56
334,5.34,0.56
335,5.34,0.56
336,5.34,0.56
337,5.34,0.56
338,5.35,0.56
339,5.35,0.56
340,5.35,0.56
341,5.35,0.56
342,5.35,0.56
343,5.36,0.56
344,5.36,0.56
345,5.36,0.56
346,5.36,0.56
347,5.36,0.56
348,5.37,0.56
349,5.37,0.56
350,5.37,0.56
351,5.37,0.56
352,5.37,0.56
353,5.37,0.56
354,5.37,0.56
355,5.37,0.56
356,5.37,0.56
357,5.37,0.56
358,5.37,0.56
359,5.37,0.56
360,5.37,0.56
361,5.37,0.56
362,5.37,0.56
363,5.37,0.56
364,5.37,0.56
365,5.37,0.56
366,5.37,0.56
367,5.37,0.56
368,5.36,0.56
369,5.36,0.56
370,5.36,0.56
371,5.36,0.56
372,5.36,0.56
373,5.35,0.56
374,5.35,0.56
375,5.35,0.56
376,5.35,0.56
377,5.35,0.56
378,5.35,0.56
379,5.35,0.56
380,5.34,0.56
381,5.34,0.56
382,5.34,0.56
383,5.34,0.56
384,5.34,0.56
385,5.34,0.56
386,5.34,0.56
387,5.34,0.56
388,5.35,0.56
389,5.35,0.56
390,5.35,0.56
391,5.35,0.56
392,5.35,0.56
393,5.35,0.56
394,5.35,0.56
395,5.36,0.56
396,5.36,0.56
397,5.36,0.56
398,5.36,0.56
399,5.36,0.56
400,5.37,0.56
401,5.37,0.56
402,5.37,0.56
403,5.37,0.56
404,5.37,0.56
405,5.37,0.56
406,5.37,0.56
407,5.37,0.56
408,5.38,0.56
409,5.38,0.56
410,5.38,0.56
411,5.38,0.56
412,5.38,0.56
413,5.38,0.56
414,5.38,0.56
415,5.37,0.56
416,5.37,0.56
417,5.37,0.56
418,5.37,0.56
419,5.37,0.56
420,5.37,0.56
421,5.37,0.56
422,5.36,0.56
423,5.36,0.56
424,5.36,0.56
425,5.36,0.56
426,5.36,0.56
427,5.35,0.56
428,5.35,0.56
429,5.35,0.56
430,5.35,0.56
431,5.35,0.56
432,5.35,0.56
433,5.35,0.56
434,5.35,0.56
435,5.35,0.56
436,5.35,0.56
437,5.35,0.56
438,5.35,0.56
439,5.35,0.56
440,5.35,0.56
441,5.35,0.56
442,5.35,0.56
443,5.35,0.56
444,5.35,0.56
445,5.35,0.56
446,5.36,0.56
447,5.36,0.56
448,5.36,0.56
449,5.36,0.56
450,5.36,0.56
451,5.37,0.56
452,5.37,0.56
453,5.37,0.56
454,5.37,0.56
455,5.37,0.56
456,5.37,0.56
457,5.37,0.56
458,5.37,0.56
459,5.38,0.56
460,5.38,0.56
461,5.38,0.56
462,5.38,0.56
463,5.38,0.56
464,5.38,0.56
465,5.38,0.56
466,5.38,0.56
467,5.37,0.56
468,5.37,0.56
469,5.37,0.56
470,5.37,0.56
471,5.37,0.56
472,5.37,0.56
473,5.37,0.56
474,5.36,0.56
475,5.36,0.56
476,5.36,0.56
477,5.36,0.56
478,5.36,0.56
479,5.36,0.56
480,5.35,0.56
481,5.35,0.56
482,5.35,0.56
483,5.35,0.56
484,5.35,0.56
485,5.35,0.56
486,5.35,0.56
487,5.35,0.56
488,5.35,0.56
489,5.35,0.56
490,5.35,0.56
491,5.35,0.56
492,5.35,0.56
493,5.35,0.56
494,5.35,0.56
495,5.35,0.56
496,5.35,0.56
497,5.35,0.56
498,5.35,0.56
499,5.36,0.56
500,5.36,0.56
501,5.36,0.56
502,5.36,0.56
503,5.36,0.56
504,5.36,0.56
505,5.37,0.56
506,5.37,0.56
507,5.37,0.56
508,5.37,0.56
509,5.37,0.56
510,5.37,0.56
511,5.37,0.56
512,5.37,0.56
513,5.37,0.56
514,5.37,0.56
515,5.37,0.56
516,5.37,0.56
517,5.37,0.56
518,5.37,0.56
519,5.37,0.56
520,5.37,0.56
521,5.37,0.56
522,5.37,0.56
523,5.37,0.56
524,5.37,0.56
525,5.37,0.56
526,5.36,0.56
527,5.36,0.56
528,5.36,0.56
529,5.36,0.56
530,5.36,0.56
531,5.36,0.56
532,5.35,0.56
533,5.35,0.56
534,5.35,0.56
535,5.35,0.56
536,5.35,0.56
537,5.35,0.56
538,5.35,0.56
539,5.35,0.56
540,5.35,0.56
541,5.35,0.56
542,5.35,0.56
543,5.35,0.56
544,5.35,0.56
545,5.35,0.56
546,5.35,0.56
547,5.35,0.56
548,5.35,0.56
549,5.35,0.56
550,5.35,0.56
551,5.35,0.56
552,5.35,0.56
553,5.36,0.56
554,5.36,0.56
555,5.36,0.56
556,5.36,0.56
557,5.36,0.56
558,5.36,0.56
559,5.37,0.56
560,5.37,0.56
561,5.37,0.56
562,5.37,0.56
563,5.37,0.56
564,5.37,0.56
565,5.37,0.56
566,5.37,0.56
567,5.37,0.56
568,5.37,0.56
569,5.37,0.56
570,5.37,0.56
571,5.37,0.56
572,5.37,0.56
573,5.37,0.56
574,5.37,0.56
575,5.37,0.56
576,5.37,0.56
577,5.37,0.56
578,5.36,0.56
579,5.36,0.56
580,5.36,0.56
581,5.36,0.56
582,5.36,0.56
583,5.36,0.56
584,5.35,0.56
585,5.35,0.56
586,5.35,0.56
587,5.35,0.56
588,5.35,0.56
589,5.35,0.56
590,5.35,0.56
591,5.35,0.56
592,5.35,0.56
593,5.35,0.56
594,5.35,0.56
595,5.35,0.56
596,5.35,0.56
597,5.35,0.56
598,5.35,0.56
599,5.35,0.56
600,5.35,0.56
601,5.35,0.56
602,5.35,0.56
603,5.35,0.56
604,5.35,0.56
605,5.35,0.56
606,5.36,0.56
607,5.36,0.56
608,5.36,0.56
609,5.36,0.56
610,5.36,0.56
611,5.36,0.56
612,5.37,0.56
613,5.37,0.56
614,5.37,0.56
615,5.37,0.56
616,5.37,0.56
617,5.37,0.56
618,5.37,0.56
619,5.37,0.56
620,5.37,0.56
621,5.37,0.56
622,5.37,0.56
623,5.37,0.56
624,5.37,0.56
625,5.37,0.56
626,5.37,0.56
627,5.37,0.56
628,5.37,0.56
629,5.37,0.56
630,5.37,0.56
631,5.36,0.56
632,5.36,0.56
633,5.36,0.56
634,5.36,0.56
635,5.36,0.56
636,5.36,0.56
637,5.36,0.56
638,5.35,0.56
639,5.35,0.56
640,5.35,0.56
641,5.35,0.56
642,5.35,0.56
643,5.35,0.56
644,5.35,0.56
645,5.35,0.56
646,5.35,0.56
647,5.35,0.56
648,5.35,0.56
649,5.35,0.56
650,5.35,0.56
651,5.35,0.56
652,5.35,0.56
653,5.35,0.56
654,5.35,0.56
655,5.35,0.56
656,5.35,0.56
657,5.36,0.56
658,5.36,0.56
659,5.36,0.56
660,5.36,0.56
661,5.36,0.57
662,5.36,0.56
663,5.36,0.56
664,5.37,0.56
665,5.37,0.56
666,5.37,0.56
667,5.37,0.56
668,5.37,0.56
669,5.37,0.56
670,5.37,0.56
671,5.37,0.56
672,5.37,0.56
673,5.37,0.56
674,5.37,0.56
675,5.37,0.56
676,5.37,0.56
677,5.37,0.56
678,5.37,0.56
679,5.37,0.56
680,5.37,0.56
681,5.37,0.56
682,5.37,0.56
683,5.37,0.56
684,5.36,0.56
685,5.36,0.56
686,5.36,0.56
687,5.36,0.56
688,5.36,0.56
689,5.36,0.56
690,5.36,0.56
691,5.35,0.56
692,5.35,0.56
693,5.35,0.56
694,5.35,0.56
695,5.35,0.56
696,5.35,0.56
697,5.35,0.56
698,5.35,0.56
699,5.35,0.56
700,5.35,0.56
701,5.35,0.56
702,5.35,0.56
703,5.35,0.56
704,5.35,0.56
705,5.35,0.56
706,5.35,0.56
707,5.35,0.56
708,5.36,0.56
709,5.36,0.56
710,5.36,0.56
711,5.36,0.56
712,5.36,0.56
713,5.36,0.56
714,5.36,0.56
715,5.36,0.56
716,5.37,0.56
717,5.37,0.56
718,5.37,0.56
719,5.37,0.56
720,5.37,0.56
721,5.37,0.56
722,5.37,0.56
723,5.37,0.56
724,5.37,0.56
725,5.37,0.56
726,5.37,0.56
727,5.37,0.56
728,5.37,0.56
729,5.37,0.56
730,5.37,0.56
731,5.37,0.56
732,5.37,0.56
733,5.37,0.56
734,5.37,0.56
735,5.37,0.56
736,5.36,0.56
737,5.36,0.56
738,5.36,0.56
739,5.36,0.56
740,5.36,0.56
741,5.36,0.56
742,5.36,0.56
743,5.36,0.56
744,5.36,0.56
745,5.35,0.56
746,5.35,0.56
747,5.35,0.56
748,5.35,0.56
749,5.35,0.56
750,5.35,0.56
751,5.35,0.56
752,5.35,0.56
753,5.35,0.56
754,5.35,0.56
755,5.35,0.56
756,5.35,0.56
757,5.35,0.56
758,5.35,0.56
759,5.35,0.56
760,5.36,0.56
761,5.36,0.56
762,5.36,0.56
763,5.36,0.56
764,5.36,0.56
765,5.36,0.56
766,5.36,0.56
767,5.36,0.56
768,5.37,0.56
769,5.37,0.56
770,5.37,0.56
771,5.37,0.56
772,5.37,0.56
773,5.37,0.56
774,5.37,0.57
775,5.37,0.56
776,5.37,0.56
777,5.37,0.56
778,5.37,0.56
779,5.37,0.56
780,5.37,0.56
781,5.37,0.56
782,5.37,0.56
783,5.37,0.56
784,5.37,0.56
785,5.37,0.56
786,5.37,0.56
787,5.37,0.56
788,5.37,0.56
789,5.36,0.56
790,5.36,0.56
791,5.36,0.56
792,5.36,0.56
793,5.36,0.56
794,5.36,0.56
795,5.36,0.56
796,5.36,0.56
797,5.36,0.56
798,5.35,0.56
799,5.35,0.56
800,5.35,0.56
801,5.35,0.56
802,5.35,0.56
803,5.35,0.56
804,5.35,0.56
805,5.35,0.56
806,5.35,0.56
807,5.35,0.56
808,5.35,0.56
809,5.35,0.56
810,5.35,0.56
811,5.36,0.56
812,5.36,0.56
813,5.36,0.56
814,5.36,0.56
815,5.36,0.56
816,5.36,0.56
817,5.36,0.56
818,5.36,0.56
819,5.36,0.56
820,5.37,0.56
821,5.37,0.56
822,5.37,0.56
823,5.37,0.56
824,5.37,0.56
825,5.37,0.56
826,5.37,0.56
827,5.37,0.56
828,5.37,0.56
829,5.37,0.56
830,5.37,0.56
831,5.37,0.56
832,5.37,0.56
833,5.37,0.56
834,5.37,0.56
835,5.37,0.56
836,5.37,0.56
837,5.37,0.56
838,5.37,0.56
839,5.37,0.56
840,5.37,0.56
841,5.37,0.56
842,5.36,0.56
843,5.36,0.56
844,5.36,0.56
845,5.36,0.56
846,5.36,0.56
847,5.36,0.56
848,5.36,0.56
849,5.36,0.56
850,5.36,0.56
851,5.35,0.56
852,5.35,0.56
853,5.35,0.56
854,5.35,0.56
855,5.35,0.56
856,5.35,0.56
857,5.35,0.56
858,5.35,0.56
859,5.35,0.56
860,5.35,0.56
861,5.35,0.56
862,5.35,0.56
863,5.35,0.56
864,5.36,0.56
865,5.36,0.56
866,5.36,0.56
867,5.36,0.56
868,5.36,0.56
869,5.36,0.56
870,5.36,0.56
871,5.36,0.56
872,5.36,0.56
873,5.37,0.56
874,5.37,0.56
875,5.37,0.56
876,5.37,0.56
877,5.37,0.56
878,5.37,0.56
879,5.37,0.56
880,5.37,0.56
881,5.37,0.56
882,5.37,0.56
883,5.37,0.56
884,5.37,0.56
885,5.37,0.56
886,5.37,0.56
887,5.37,0.56
888,5.37,0.56
889,5.37,0.56
890,5.37,0.56
891,5.37,0.56
892,5.37,0.56
893,5.37,0.56
894,5.36,0.56
895,5.36,0.56
896,5.36,0.56
897,5.36,0.56
898,5.36,0.56
899,5.36,0.56
900,5.36,0.56
901,5.36,0.56
902,5.36,0.56
903,5.35,0.56
904,5.35,0.56
905,5.35,0.56
906,5.35,0.56
907,5.35,0.56
908,5.35,0.56
909,5.35,0.56
910,5.35,0.56
911,5.35,0.56
912,5.35,0.56
913,5.35,0.56
914,5.35,0.56
915,5.35,0.56
916,5.35,0.56
917,5.35,0.56
918,5.36,0.56
919,5.36,0.56
920,5.36,0.56
921,5.36,0.56
922,5.36,0.56
923,5.36,0.56
924,5.36,0.56
925,5.36,0.56
926,5.36,0.56
927,5.37,0.56
928,5.37,0.56
929,5.37,0.56
930,5.37,0.56
931,5.37,0.56
932,5.37,0.56
933,5.37,0.56
934,5.37,0.56
935,5.37,0.56
936,5.37,0.56
937,5.37,0.56
938,5.37,0.56
939,5.37,0.56
940,5.37,0.56
941,5.37,0.56
942,5.37,0.56
943,5.37,0.56
944,5.37,0.56
945,5.37,0.56
946,5.37,0.56
947,5.36,0.56
948,5.36,0.56
949,5.36,0.56
950,5.36,0.56
951,5.36,0.56
952,5.36,0.56
953,5.36,0.56
954,5.36,0.56
955,5.36,0.56
956,5.35,0.56
957,5.35,0.56
958,5.35,0.56
959,5.35,0.56
960,5.35,0.56
961,5.35,0.56
962,5.35,0.56
963,5.35,0.56
964,5.35,0.56
965,5.35,0.56
966,5.35,0.56
967,5.35,0.56
968,5.36,0.56
969,5.36,0.56
970,5.36,0.56
971,5.36,0.56
972,5.36,0.56
973,5.36,0.56
974,5.36,0.56
975,5.36,0.56
976,5.36,0.56
977,5.36,0.56
978,5.37,0.56
979,5.37,0.56
980,5.37,0.56
981,5.37,0.56
982,5.37,0.56
983,5.37,0.56
984,5.37,0.56
985,5.37,0.56
986,5.37,0.56
987,5.37,0.56
988,5.37,0.56
989,5.37,0.56
990,5.37,0.56
991,5.37,0.56
992,5.37,0.56
993,5.37,0.56
994,5.37,0.56
995,5.37,0.56
996,5.37,0.56
997,5.37,0.56
998,5.37,0.56
999,5.37,0.56
1000,5.37,0.56
1001,5.36,0.56
1002,5.36,0.56
1003,5.36,0.56
1004,5.36,0.56
1005,5.36,0.56
1006,5.36,0.56
1007,5.36,0.56
1008,5.36,0.56
1009,5.36,0.56
1010,5.36,0.56
1011,5.35,0.56
1012,5.35,0.56
1013,5.35,0.56
1014,5.35,0.56
1015,5.35,0.56
1016,5.35,0.56
1017,5.35,0.56
1018,5.35,0.56
1019,5.35,0.56
1020,5.35,0.56
1021,5.36,0.56
1022,5.36,0.56
1023,5.36,0.56
1024,5.36,0.56
1025,5.36,0.56
1026,5.36,0.56
1027,5.36,0.56
1028,5.36,0.56
1029,5.36,0.56
1030,5.37,0.56
1031,5.37,0.56
1032,5.37,0.56
1033,5.37,0.56
1034,5.37,0.56
1035,5.37,0.56
1036,5.37,0.56
1037,5.37,0.56
1038,5.37,0.56
1039,5.37,0.56
1040,5.37,0.56
1041,5.37,0.56
1042,5.37,0.56
1043,5.37,0.56
1044,5.37,0.56
1045,5.37,0.56
1046,5.37,0.56
1047,5.37,0.56
1048,5.37,0.56
1049,5.37,0.56
1050,5.37,0.56
1051,5.37,0.56
1052,5.37,0.56
1053,5.36,0.56
1054,5.36,0.56
1055,5.36,0.56
1056,5.36,0.56
1057,5.36,0.56
1058,5.36,0.56
1059,5.36,0.56
1060,5.36,0.56
1061,5.36,0.56
1062,5.35,0.56
1063,5.35,0.56
1064,5.35,0.56
1065,5.35,0.56
1066,5.35,0.56
1067,5.35,0.56
1068,5.35,0.56
1069,5.35,0.56
1070,5.35,0.56
1071,5.35,0.56
1072,5.35,0.56
1073,5.35,0.56
1074,5.35,0.56
1075,5.36,0.56
1076,5.36,0.56
1077,5.36,0.56
1078,5.36,0.56
1079,5.36,0.56
1080,5.36,0.56
1081,5.36,0.56
1082,5.36,0.56
1083,5.36,0.56
1084,5.37,0.56
1085,5.37,0.56
1086,5.37,0.56
1087,5.37,0.56
1088,5.37,0.56
1089,5.37,0.56
1090,5.37,0.56
1091,5.37,0.56
1092,5.37,0.56
1093,5.37,0.56
1094,5.37,0.56
1095,5.37,0.56
1096,5.37,0.56
1097,5.37,0.56
1098,5.37,0.56
1099,5.37,0.56
1100,5.37,0.56
1101,5.37,0.56
1102,5.37,0.56
1103,5.37,0.56
1104,5.37,0.56
1105,5.36,0.56
1106,5.36,0.56
1107,5.36,0.56
1108,5.36,0.56
1109,5.36,0.56
1110,5.36,0.56
1111,5.36,0.56
1112,5.36,0.56
1113,5.36,0.56
1114,5.35,0.56
1115,5.35,0.56
1116,5.35,0.56
1117,5.35,0.56
1118,5.35,0.56
1119,5.35,0.56
1120,5.35,0.56
1121,5.35,0.56
1122,5.35,0.56
1123,5.35,0.56
1124,5.35,0.56
1125,5.35,0.56
1126,5.35,0.56
1127,5.35,0.56
1128,5.35,0.56
1129,5.35,0.56
1130,5.36,0.56
1131,5.36,0.56
1132,5.36,0.56
1133,5.36,0.56
1134,5.36,0.56
1135,5.36,0.56
1136,5.36,0.56
1137,5.36,0.56
1138,5.37,0.56
1139,5.37,0.56
1140,5.37,0.56
1141,5.37,0.56
1142,5.37,0.57
1143,5.37,0.56
1144,5.37,0.56
1145,5.37,0.56
1146,5.37,0.56
1147,5.37,0.56
1148,5.37,0.56
1149,5.37,0.56
1150,5.37,0.56
1151,5.37,0.56
1152,5.37,0.56
1153,5.37,0.56
1154,5.37,0.56
1155,5.37,0.56
1156,5.37,0.56
1157,5.37,0.56
1158,5.36,0.56
1159,5.36,0.56
1160,5.36,0.56
1161,5.36,0.56
1162,5.36,0.56
1163,5.36,0.56
1164,5.36,0.56
1165,5.36,0.56
1166,5.36,0.56
1167,5.35,0.56
1168,5.35,0.56
1169,5.35,0.56
1170,5.35,0.56
1171,5.35,0.56
1172,5.35,0.56
1173,5.35,0.56
1174,5.35,0.56
1175,5.35,0.56
1176,5.35,0.56
1177,5.35,0.56
1178,5.35,0.56
1179,5.35,0.56
1180,5.35,0.56
1181,5.36,0.56
1182,5.36,0.56
1183,5.36,0.56
1184,5.36,0.56
1185,5.36,0.56
1186,5.36,0.56
1187,5.36,0.56
1188,5.36,0.56
1189,5.37,0.56
1190,5.37,0.56
1191,5.37,0.56
1192,5.37,0.56
1193,5.37,0.56
1194,5.37,0.56
1195,5.37,0.56
1196,5.37,0.56
1197,5.37,0.56
1198,5.37,0.56
1199,5.37,0.56
1200,5.37,0.56
1201,5.37,0.56
1202,5.37,0.56
1203,5.37,0.56
1204,5.37,0.56
1205,5.37,0.56
1206,5.37,0.56
1207,5.37,0.56
1208,5.37,0.56
1209,5.37,0.56
1210,5.37,0.56
1211,5.37,0.56
1212,5.36,0.56
1213,5.36,0.56
1214,5.36,0.56
1215,5.36,0.56
1216,5.36,0.56
1217,5.36,0.56
1218,5.36,0.56
1219,5.36,0.56
1220,5.35,0.56
1221,5.35,0.56
1222,5.35,0.56
1223,5.35,0.56
1224,5.35,0.56
1225,5.35,0.56
1226,5.35,0.56
1227,5.35,0.56
1228,5.35,0.56
1229,5.35,0.56
1230,5.35,0.56
1231,5.35,0.56
1232,5.35,0.56
1233,5.35,0.56
1234,5.36,0.56
1235,5.36,0.56
1236,5.36,0.56
1237,5.36,0.56
1238,5.36,0.56
1239,5.36,0.56
1240,5.36,0.56
1241,5.37,0.56
1242,5.37,0.56
1243,5.37,0.56
1244,5.37,0.56
1245,5.37,0.56
1246,5.37,0.56
1247,5.37,0.56
1248,5.37,0.56
1249,5.37,0.56
1250,5.37,0.56
1251,5.38,0.56
1252,5.38,0.56
1253,5.38,0.56
1254,5.38,0.56
1255,5.37,0.56
1256,5.37,0.56
1257,5.37,0.56
1258,5.37,0.56
1259,5.37,0.56
1260,5.37,0.56
1261,5.37,0.56
1262,5.37,0.56
1263,5.37,0.56
1264,5.37,0.56
1265,5.36,0.56
1266,5.36,0.56
1267,5.36,0.56
1268,5.36,0.56
1269,5.36,0.56
1270,5.36,0.56
1271,5.36,0.56
1272,5.35,0.56
1273,5.35,0.56
1274,5.35,0.56
1275,5.35,0.56
1276,5.35,0.56
1277,5.35,0.56
1278,5.35,0.56
1279,5.35,0.56
1280,5.35,0.56
1281,5.35,0.56
1282,5.35,0.56
1283,5.35,0.56
1284,5.35,0.56
1285,5.35,0.56
1286,5.35,0.56
1287,5.35,0.56
1288,5.36,0.56
1289,5.36,0.56
1290,5.36,0.56
1291,5.36,0.56
1292,5.36,0.56
1293,5.36,0.56
1294,5.36,0.56
1295,5.37,0.56
1296,5.37,0.56
1297,5.37,0.56
1298,5.37,0.56
1299,5.37,0.56
1300,5.37,0.56
1301,5.37,0.56
1302,5.37,0.56
1303,5.37,0.56
1304,5.37,0.56
1305,5.37,0.56
1306,5.37,0.56
1307,5.37,0.56
1308,5.37,0.56
1309,5.37,0.56
1310,5.37,0.56
1311,5.37,0.56
1312,5.37,0.56
1313,5.37,0.56
1314,5.37,0.56
1315,5.37,0.56
1316,5.37,0.56
1317,5.37,0.56
1318,5.36,0.56
1319,5.36,0.56
1320,5.36,0.56
1321,5.36,0.56
1322,5.36,0.56
1323,5.36,0.56
1324,5.35,0.56
1325,5.35,0.56
1326,5.35,0.56
1327,5.35,0.56
1328,5.35,0.56
1329,5.35,0.56
1330,5.35,0.56
1331,5.35,0.56
1332,5.35,0.56
1333,5.35,0.56
1334,5.35,0.56
1335,5.35,0.56
1336,5.35,0.56
1337,5.35,0.56
1338,5.35,0.56
1339,5.35,0.56
1340,5.35,0.56
1341,5.35,0.56
1342,5.35,0.56
1343,5.36,0.56
1344,5.36,0.56
1345,5.36,0.56
1346,5.36,0.56
1347,5.36,0.56
1348,5.36,0.56
1349,5.36,0.56
1350,5.37,0.56
1351,5.37,0.56
1352,5.37,0.56
1353,5.37,0.56
1354,5.37,0.56
1355,5.37,0.56
1356,5.37,0.56
1357,5.37,0.56
1358,5.37,0.56
1359,5.37,0.56
1360,5.37,0.56
