Sample,Pose,Courant
139,5.37,0.56
140,5.37,0.56
141,5.37,0.56
142,5.37,0.56
143,5.37,0.56
144,5.37,0.56
145,5.37,0.56
146,5.37,0.56
147,5.37,0.56
148,5.37,0.56
149,5.37,0.56
150,5.37,0.56
151,5.37,0.56
152,5.37,0.56
153,5.37,0.56
154,5.37,0.56
155,5.37,0.56
156,5.37,0.57
157,5.36,0.56
158,5.36,0.56
159,5.36,0.56
160,5.36,0.56
161,5.36,0.56
162,5.36,0.56
163,5.36,0.56
164,5.36,0.56
165,5.36,0.56
166,5.36,0.56
167,5.36,0.56
168,5.36,0.56
169,5.36,0.56
170,5.36,0.57
171,5.36,0.56
172,5.36,0.56
173,5.36,0.56
174,5.36,0.56
175,5.36,0.56
176,5.36,0.56
177,5.36,0.56
178,5.36,0.56
179,5.36,0.56
180,5.36,0.56
181,5.36,0.56
182,5.36,0.56
183,5.36,0.56
184,5.36,0.56
185,5.36,0.56
186,5.36,0.56
187,5.36,0.56
188,5.37,0.56
189,5.37,0.56
190,5.37,0.56
191,5.37,0.56
192,5.37,0.56
193,5.37,0.56
194,5.37,0.56
195,5.37,0.56
196,5.37,0.56
197,5.37,0.56
198,5.37,0.56
199,5.37,0.56
200,5.37,0.56
201,5.37,0.56
202,5.37,0.56
203,5.37,0.56
204,5.37,0.56
205,5.37,0.56
206,5.37,0.56
207,5.37,0.56
208,5.36,0.56
209,5.36,0.56
210,5.36,0.56
211,5.36,0.56
212,5.36,0.56
213,5.36,0.56
214,5.36,0.56
215,5.36,0.56
216,5.36,0.56
217,5.36,0.56
218,5.36,0.56
219,5.36,0.56
220,5.36,0.56
221,5.36,0.56
222,5.36,0.56
223,5.36,0.56
224,5.36,0.56
225,5.36,0.56
226,5.36,0.56
227,5.36,0.56
228,5.36,0.56
229,5.36,0.56
230,5.36,0.56
231,5.36,0.56
232,5.36,0.56
233,5.36,0.56
234,5.36,0.56
235,5.36,0.56
236,5.36,0.56
237,5.36,0.56
238,5.37,0.56
239,5.37,0.56
240,5.37,0.56
241,5.37,0.56
242,5.37,0.56
243,5.37,0.56
244,5.37,0.56
245,5.37,0.56
246,5.37,0.56
247,5.37,0.56
248,5.37,0.56
249,5.37,0.56
250,5.37,0.56
251,5.37,0.56
252,5.37,0.56
253,5.37,0.56
254,5.37,0.56
255,5.37,0.56
256,5.0,-0.19
257,5.0,-0.19
258,5.0,-0.19
259,5.0,-0.19
260,5.0,-0.2
261,5.0,-0.2
262,5.0,-0.19
263,5.0,-0.2
264,5.0,-0.19
265,5.0,-0.2
266,4.99,-0.2
267,4.99,-0.2
268,4.99,-0.19
269,4.99,-0.19
270,4.99,-0.2
271,4.99,-0.2
272,4.99,-0.2
273,4.99,-0.19
274,4.99,-0.19
275,4.98,-0.2
276,4.98,-0.2
277,4.98,-0.2
278,4.98,-0.19
279,4.98,-0.2
280,4.98,-0.2
281,4.98,-0.2
282,4.98,-0.2
283,4.98,-0.2
284,4.98,-0.19
285,4.98,-0.2
286,4.98,-0.2
287,4.98,-0.2
288,4.98,-0.2
289,4.98,-0.2
290,4.98,-0.19
291,4.98,-0.19
292,4.98,-0.2
293,4.98,-0.2
294,4.98,-0.2
295,4.98,-0.2
296,4.98,-0.2
297,4.98,-0.19
298,4.98,-0.2
299,4.98,-0.19
300,4.98,-0.2
301,4.98,-0.2
302,4.98,-0.2
303,4.98,-0.2
304,4.98,-0.2
305,4.98,-0.19
306,4.98,-0.2
307,4.98,-0.2
308,4.98,-0.2
309,4.98,-0.2
310,4.98,-0.2
311,4.98,-0.2
312,4.98,-0.2
313,4.98,-0.2
314,4.98,-0.21
315,4.98,-0.21
316,4.98,-0.21
317,4.98,-0.2
318,4.98,-0.2
319,4.97,-0.21
320,4.97,-0.21
321,4.97,-0.2
322,4.97,-0.21
323,4.97,-0.2
324,4.97,-0.21
325,4.97,-0.21
326,4.97,-0.2
327,4.97,-0.21
328,4.97,-0.2
329,4.97,-0.2
330,4.97,-0.21
331,4.97,-0.2
332,4.97,-0.21
333,4.97,-0.21
334,4.97,-0.21
335,4.97,-0.21
336,4.97,-0.2
337,4.97,-0.21
338,4.97,-0.21
339,4.97,-0.2
340,4.97,-0.2
341,4.97,-0.21
342,4.97,-0.2
343,4.97,-0.21
344,4.97,-0.21
345,4.97,-0.21
346,4.97,-0.21
347,4.97,-0.2
348,4.97,-0.2
349,4.97,-0.2
350,4.97,-0.21
351,4.97,-0.2
352,4.97,-0.21
353,4.97,-0.21
354,4.97,-0.2
355,4.97,-0.2
356,4.97,-0.2
357,4.97,-0.21
358,4.97,-0.2
359,4.96,-0.2
360,4.96,-0.2
361,4.96,-0.21
362,4.96,-0.21
363,4.96,-0.21
364,4.96,-0.21
365,4.96,-0.21
366,4.96,-0.21
367,4.96,-0.21
368,4.96,-0.21
369,4.96,-0.21
370,4.96,-0.21
371,4.96,-0.21
372,4.96,-0.21
373,4.96,-0.21
374,4.96,-0.21
375,4.96,-0.21
376,4.96,-0.21
377,4.96,-0.21
378,4.96,-0.21
379,4.96,-0.21
380,4.96,-0.21
381,4.96,-0.21
382,4.96,-0.21
383,4.96,-0.21
384,4.96,-0.21
385,4.96,-0.21
386,4.96,-0.21
387,4.96,-0.21
388,4.96,-0.21
389,4.96,-0.21
390,4.96,-0.21
391,4.96,-0.21
392,4.95,-0.21
393,4.95,-0.21
394,4.95,-0.21
395,4.95,-0.21
396,4.95,-0.21
397,4.95,-0.21
398,4.95,-0.21
399,4.95,-0.21
400,4.95,-0.21
401,4.95,-0.21
402,4.95,-0.21
403,4.95,-0.21
404,4.95,-0.21
405,4.95,-0.21
406,4.95,-0.21
407,4.95,-0.21
408,4.95,-0.21
409,4.95,-0.21
410,4.95,-0.21
411,4.95,-0.21
412,4.95,-0.21
413,4.95,-0.21
414,4.95,-0.21
415,4.95,-0.21
416,4.95,-0.21
417,4.95,-0.21
418,4.95,-0.21
419,4.95,-0.21
420,4.95,-0.21
421,4.95,-0.21
422,4.95,-0.21
423,4.95,-0.21
424,4.95,-0.21
425,4.95,-0.21
426,4.95,-0.21
427,4.95,-0.21
428,4.95,-0.21
429,4.95,-0.21
430,4.95,-0.21
431,4.95,-0.21
432,4.95,-0.21
433,4.95,-0.21
434,4.95,-0.21
435,4.95,-0.21
436,4.95,-0.21
437,4.95,-0.21
438,4.95,-0.21
439,4.95,-0.21
440,4.94,-0.21
441,4.94,-0.21
442,4.94,-0.21
443,4.94,-0.21
444,4.94,-0.21
445,4.94,-0.21
446,4.94,-0.21
447,4.94,-0.21
448,4.94,-0.21
449,4.94,-0.21
450,4.94,-0.21
451,4.94,-0.21
452,4.94,-0.21
453,4.94,-0.21
454,4.94,-0.21
455,4.94,-0.21
456,4.94,-0.21
457,4.93,-0.21
458,4.93,-0.21
459,4.93,-0.21
460,4.93,-0.21
461,4.93,-0.21
462,4.93,-0.21
463,4.93,-0.21
464,4.93,-0.21
465,4.93,-0.21
466,4.93,-0.21
467,4.93,-0.21
468,4.93,-0.21
469,4.93,-0.21
470,4.93,-0.21
471,4.93,-0.21
472,4.93,-0.21
473,4.93,-0.21
474,4.93,-0.21
475,4.93,-0.21
476,4.93,-0.21
477,4.93,-0.21
478,4.93,-0.21
479,4.93,-0.21
480,4.93,-0.21
481,4.93,-0.21
482,4.93,-0.21
483,4.93,-0.21
484,4.93,-0.21
485,4.93,-0.21
486,4.93,-0.22
487,4.93,-0.21
488,4.93,-0.21
489,4.93,-0.21
490,4.93,-0.22
491,4.93,-0.21
492,4.93,-0.21
493,4.93,-0.21
494,4.93,-0.22
495,4.93,-0.21
496,4.93,-0.21
497,4.93,-0.21
498,4.93,-0.21
499,4.93,-0.21
500,4.93,-0.21
501,4.93,-0.22
502,4.93,-0.21
503,4.93,-0.22
504,4.93,-0.21
505,4.93,-0.22
506,4.93,-0.22
507,4.93,-0.21
508,4.93,-0.22
509,4.93,-0.22
510,4.93,-0.22
511,4.93,-0.22
512,4.93,-0.21
513,4.93,-0.21
514,4.93,-0.21
515,4.93,-0.21
516,4.93,-0.22
517,4.93,-0.22
518,4.93,-0.22
519,4.93,-0.22
520,4.93,-0.22
521,4.93,-0.22
522,4.93,-0.22
523,4.93,-0.22
524,4.93,-0.22
525,4.93,-0.22
526,4.93,-0.22
527,4.92,-0.22
528,4.92,-0.22
529,4.92,-0.22
530,4.92,-0.22
531,4.92,-0.22
532,4.92,-0.22
533,4.92,-0.22
534,4.92,-0.22
535,4.92,-0.22
536,4.92,-0.22
537,4.92,-0.22
538,4.92,-0.22
539,4.92,-0.22
540,4.92,-0.22
541,4.92,-0.22
542,4.92,-0.22
543,4.92,-0.22
544,4.92,-0.22
545,4.92,-0.22
546,4.91,-0.22
547,4.91,-0.22
548,4.92,-0.22
549,4.92,-0.22
550,4.92,-0.22
551,4.92,-0.22
552,4.92,-0.22
553,4.92,-0.22
554,4.92,-0.22
555,4.92,-0.22
556,4.92,-0.22
557,4.92,-0.22
558,4.92,-0.22
559,4.92,-0.22
560,4.92,-0.22
561,4.92,-0.22
562,4.92,-0.22
563,4.92,-0.22
564,4.92,-0.22
565,4.92,-0.22
566,4.92,-0.22
567,4.92,-0.22
568,4.92,-0.22
569,4.92,-0.22
570,4.92,-0.22
571,4.92,-0.22
572,4.92,-0.22
573,4.91,-0.22
574,4.91,-0.22
575,4.91,-0.22
576,4.91,-0.22
577,4.91,-0.22
578,4.91,-0.22
579,4.91,-0.22
580,4.91,-0.22
581,4.91,-0.22
582,4.91,-0.22
583,4.91,-0.22
584,4.91,-0.22
585,4.91,-0.22
586,4.91,-0.22
587,4.91,-0.22
588,4.91,-0.22
589,4.91,-0.22
590,4.91,-0.22
591,4.91,-0.22
592,4.91,-0.22
593,4.91,-0.22
594,4.91,-0.22
595,4.91,-0.22
596,4.91,-0.22
597,4.91,-0.22
598,4.91,-0.22
599,4.91,-0.22
600,4.91,-0.22
601,4.91,-0.22
602,4.91,-0.22
603,4.91,-0.22
604,4.91,-0.22
605,4.91,-0.22
606,4.91,-0.22
607,4.91,-0.22
608,4.91,-0.22
609,4.91,-0.22
610,4.91,-0.22
611,4.91,-0.22
612,4.91,-0.22
613,4.91,-0.22
614,4.91,-0.22
615,4.91,-0.22
616,4.91,-0.22
617,4.91,-0.22
618,4.91,-0.22
619,4.91,-0.22
620,4.91,-0.22
621,4.9,-0.22
622,4.9,-0.22
623,4.9,-0.22
624,4.9,-0.22
625,4.89,-0.22
626,4.88,-0.22
627,4.87,-0.21
628,4.86,-0.22
629,4.84,-0.21
630,4.83,-0.21
631,4.81,-0.22
632,4.79,-0.22
633,4.77,-0.22
634,4.74,-0.22
635,4.71,-0.22
636,4.69,-0.22
637,4.66,-0.22
638,4.63,-0.21
639,4.59,-0.22
640,4.56,-0.22
641,4.53,-0.22
642,4.5,-0.22
643,4.46,-0.22
644,4.43,-0.22
645,4.39,-0.22
646,4.36,-0.22
647,4.33,-0.22
648,4.29,-0.22
649,4.26,-0.22
650,4.23,-0.22
651,4.2,-0.22
652,4.17,-0.22
653,4.14,-0.22
654,4.12,-0.22
655,4.09,-0.22
656,4.07,-0.21
657,4.05,-0.22
658,4.03,-0.22
659,4.01,-0.21
660,3.99,-0.21
661,3.98,-0.22
662,3.96,-0.21
663,3.95,-0.21
664,3.94,-0.21
665,3.93,-0.21
666,3.93,-0.21
667,3.92,-0.21
668,3.91,-0.21
669,3.91,-0.21
670,3.91,-0.21
671,3.9,-0.21
672,3.9,-0.21
673,3.9,-0.21
674,3.9,-0.21
675,3.9,-0.2
676,3.89,-0.21
677,3.89,-0.21
678,3.89,-0.2
679,3.88,-0.2
680,3.88,-0.2
681,3.87,-0.2
682,3.87,-0.2
683,3.86,-0.19
684,3.85,-0.19
685,3.84,-0.19
686,3.83,-0.19
687,3.82,-0.19
688,3.81,-0.19
689,3.79,-0.19
690,3.78,-0.19
691,3.76,-0.19
692,3.75,-0.19
693,3.73,-0.19
694,3.71,-0.19
695,3.7,-0.2
696,3.68,-0.19
697,3.66,-0.19
698,3.64,-0.19
699,3.63,-0.19
700,3.61,-0.2
701,3.6,-0.19
702,3.59,-0.19
703,3.57,-0.2
704,3.56,-0.19
705,3.55,-0.19
706,3.54,-0.19
707,3.53,-0.19
708,3.52,-0.2
709,3.52,-0.19
710,3.51,-0.19
711,3.51,-0.19
712,3.51,-0.19
713,3.51,-0.19
714,3.51,-0.19
715,3.51,-0.19
716,3.51,-0.19
717,3.52,-0.19
718,3.52,-0.19
719,3.52,-0.19
720,3.53,-0.19
721,3.54,-0.19
722,3.54,-0.19
723,3.55,-0.19
724,3.55,-0.19
725,3.56,-0.18
726,3.56,-0.19
727,3.57,-0.18
728,3.57,-0.18
729,3.57,-0.18
730,3.58,-0.19
731,3.58,-0.19
732,3.58,-0.18
733,3.58,-0.18
734,3.58,-0.18
735,3.57,-0.18
736,3.57,-0.18
737,3.57,-0.18
738,3.56,-0.18
739,3.56,-0.18
740,3.55,-0.18
741,3.54,-0.18
742,3.53,-0.18
743,3.52,-0.18
744,3.51,-0.18
745,3.5,-0.18
746,3.49,-0.18
747,3.48,-0.18
748,3.47,-0.18
749,3.46,-0.18
750,3.45,-0.18
751,3.44,-0.18
752,3.43,-0.18
753,3.42,-0.18
754,3.41,-0.18
755,3.4,-0.18
756,3.4,-0.18
757,3.39,-0.18
758,3.39,-0.18
759,3.38,-0.18
760,3.38,-0.18
761,3.38,-0.18
762,3.38,-0.18
763,3.38,-0.18
764,3.38,-0.18
765,3.39,-0.18
766,3.39,-0.17
767,3.4,-0.17
768,3.4,-0.18
769,3.41,-0.17
770,3.41,-0.17
771,3.42,-0.17
772,3.43,-0.17
773,3.44,-0.17
774,3.44,-0.17
775,3.45,-0.17
776,3.46,-0.17
777,3.47,-0.17
778,3.47,-0.17
779,3.48,-0.17
780,3.48,-0.17
781,3.49,-0.17
782,3.49,-0.16
783,3.5,-0.17
784,3.5,-0.17
785,3.5,-0.17
786,3.5,-0.17
787,3.5,-0.17
788,3.5,-0.16
789,3.49,-0.16
790,3.49,-0.17
791,3.49,-0.16
792,3.48,-0.17
793,3.48,-0.16
794,3.47,-0.17
795,3.46,-0.17
796,3.45,-0.17
797,3.45,-0.17
798,3.44,-0.17
799,3.43,-0.17
800,3.42,-0.17
801,3.41,-0.17
802,3.41,-0.16
803,3.4,-0.16
804,3.39,-0.16
805,3.39,-0.17
806,3.38,-0.17
807,3.38,-0.17
808,3.37,-0.17
809,3.37,-0.17
810,3.37,-0.17
811,3.37,-0.17
812,3.37,-0.17
813,3.37,-0.17
814,3.37,-0.17
815,3.37,-0.16
816,3.37,-0.16
817,3.38,-0.16
818,3.38,-0.16
819,3.39,-0.16
820,3.4,-0.16
821,3.4,-0.16
822,3.41,-0.16
823,3.42,-0.15
824,3.43,-0.16
825,3.43,-0.15
826,3.44,-0.16
827,3.45,-0.16
828,3.46,-0.15
829,3.46,-0.15
830,3.47,-0.15
831,3.47,-0.15
832,3.48,-0.15
833,3.48,-0.15
834,3.49,-0.15
835,3.49,-0.15
836,3.49,-0.15
837,3.49,-0.15
838,3.49,-0.15
839,3.49,-0.15
840,3.49,-0.15
841,3.49,-0.15
842,3.49,-0.15
843,3.48,-0.15
844,3.48,-0.15
845,3.47,-0.15
846,3.47,-0.15
847,3.46,-0.15
848,3.45,-0.15
849,3.45,-0.15
850,3.44,-0.15
851,3.43,-0.15
852,3.43,-0.15
853,3.42,-0.15
854,3.42,-0.15
855,3.41,-0.15
856,3.41,-0.15
857,3.4,-0.15
858,3.4,-0.15
859,3.39,-0.15
860,3.39,-0.15
861,3.39,-0.15
862,3.39,-0.15
863,3.39,-0.15
864,3.39,-0.15
865,3.39,-0.15
866,3.4,-0.15
867,3.4,-0.15
868,3.41,-0.15
869,3.41,-0.15
870,3.42,-0.15
871,3.42,-0.15
872,3.43,-0.15
873,3.44,-0.14
874,3.44,-0.15
875,3.45,-0.15
876,3.46,-0.15
877,3.46,-0.14
878,3.47,-0.15
879,3.48,-0.14
880,3.48,-0.14
881,3.49,-0.14
882,3.5,-0.14
883,3.5,-0.14
884,3.51,-0.14
885,3.51,-0.14
886,3.51,-0.14
887,3.51,-0.14
888,3.51,-0.13
889,3.52,-0.13
890,3.51,-0.13
891,3.51,-0.13
892,3.51,-0.13
893,3.51,-0.14
894,3.51,-0.13
895,3.5,-0.13
896,3.5,-0.14
897,3.49,-0.13
898,3.49,-0.13
899,3.48,-0.14
900,3.48,-0.13
901,3.47,-0.13
902,3.47,-0.14
903,3.46,-0.13
904,3.45,-0.13
905,3.45,-0.13
906,3.44,-0.13
907,3.44,-0.13
908,3.44,-0.13
909,3.43,-0.14
910,3.43,-0.13
911,3.43,-0.14
912,3.43,-0.13
913,3.43,-0.13
914,3.43,-0.13
915,3.43,-0.13
916,3.43,-0.13
917,3.44,-0.13
918,3.44,-0.13
919,3.44,-0.13
920,3.45,-0.13
921,3.45,-0.13
922,3.46,-0.13
923,3.46,-0.13
924,3.47,-0.13
925,3.48,-0.13
926,3.48,-0.13
927,3.49,-0.13
928,3.5,-0.13
929,3.5,-0.13
930,3.51,-0.13
931,3.52,-0.13
932,3.52,-0.12
933,3.53,-0.12
934,3.53,-0.12
935,3.54,-0.12
936,3.54,-0.12
937,3.54,-0.12
938,3.54,-0.12
939,3.55,-0.12
940,3.55,-0.12
941,3.55,-0.12
942,3.54,-0.12
943,3.54,-0.12
944,3.54,-0.12
945,3.54,-0.12
946,3.53,-0.12
947,3.53,-0.12
948,3.53,-0.12
949,3.52,-0.12
950,3.52,-0.12
951,3.51,-0.12
952,3.51,-0.12
953,3.5,-0.12
954,3.5,-0.12
955,3.49,-0.12
956,3.49,-0.12
957,3.49,-0.11
958,3.48,-0.12
959,3.48,-0.12
960,3.48,-0.12
961,3.47,-0.12
962,3.47,-0.12
963,3.47,-0.12
964,3.47,-0.11
965,3.47,-0.11
966,3.48,-0.11
967,3.48,-0.11
968,3.48,-0.11
969,3.48,-0.11
970,3.49,-0.11
971,3.49,-0.11
972,3.5,-0.11
973,3.5,-0.11
974,3.51,-0.11
975,3.51,-0.11
976,3.52,-0.11
977,3.52,-0.11
978,3.53,-0.11
979,3.54,-0.11
980,3.54,-0.11
981,3.55,-0.11
982,3.55,-0.11
983,3.56,-0.11
984,3.56,-0.11
985,3.57,-0.11
986,3.57,-0.11
987,3.57,-0.11
988,3.58,-0.11
989,3.58,-0.11
990,3.58,-0.11
991,3.58,-0.1
992,3.58,-0.11
993,3.58,-0.1
994,3.58,-0.11
995,3.58,-0.1
996,3.58,-0.1
997,3.57,-0.1
998,3.57,-0.11
999,3.57,-0.11
1000,3.56,-0.1
1001,3.56,-0.1
1002,3.55,-0.1
1003,3.55,-0.1
1004,3.55,-0.11
1005,3.54,-0.1
1006,3.54,-0.1
1007,3.53,-0.1
1008,3.53,-0.1
1009,3.53,-0.1
1010,3.53,-0.11
1011,3.52,-0.1
1012,3.52,-0.1
1013,3.52,-0.11
1014,3.52,-0.1
1015,3.52,-0.1
1016,3.52,-0.1
1017,3.52,-0.1
1018,3.52,-0.09
1019,3.53,-0.1
1020,3.53,-0.1
1021,3.53,-0.1
1022,3.54,-0.09
1023,3.54,-0.09
1024,3.55,-0.1
1025,3.55,-0.09
1026,3.56,-0.09
1027,3.56,-0.1
1028,3.57,-0.09
1029,3.57,-0.09
1030,3.58,-0.09
1031,3.58,-0.09
1032,3.59,-0.09
1033,3.59,-0.09
1034,3.6,-0.09
1035,3.6,-0.09
1036,3.61,-0.09
1037,3.61,-0.09
1038,3.61,-0.09
1039,3.62,-0.09
1040,3.62,-0.09
1041,3.62,-0.09
1042,3.62,-0.09
1043,3.62,-0.09
1044,3.62,-0.09
1045,3.62,-0.08
1046,3.62,-0.09
1047,3.62,-0.09
1048,3.61,-0.09
1049,3.61,-0.09
1050,3.61,-0.09
1051,3.61,-0.08
1052,3.6,-0.09
1053,3.6,-0.09
1054,3.6,-0.09
1055,3.59,-0.08
1056,3.59,-0.09
1057,3.59,-0.08
1058,3.58,-0.08
1059,3.58,-0.09
1060,3.58,-0.08
1061,3.57,-0.09
1062,3.57,-0.08
1063,3.57,-0.08
1064,3.57,-0.08
1065,3.57,-0.08
1066,3.57,-0.08
1067,3.57,-0.08
1068,3.57,-0.08
1069,3.57,-0.08
1070,3.58,-0.08
1071,3.58,-0.08
1072,3.58,-0.08
1073,3.58,-0.08
1074,3.59,-0.08
1075,3.59,-0.07
1076,3.6,-0.07
1077,3.6,-0.07
1078,3.61,-0.07
1079,3.61,-0.07
1080,3.62,-0.07
1081,3.62,-0.07
1082,3.63,-0.07
1083,3.63,-0.07
1084,3.64,-0.07
1085,3.64,-0.07
1086,3.65,-0.07
1087,3.65,-0.07
1088,3.65,-0.07
1089,3.66,-0.07
1090,3.66,-0.07
1091,3.66,-0.07
1092,3.66,-0.07
1093,3.66,-0.07
1094,3.66,-0.07
1095,3.66,-0.07
1096,3.66,-0.07
1097,3.66,-0.07
1098,3.66,-0.07
1099,3.66,-0.07
1100,3.66,-0.07
1101,3.66,-0.07
1102,3.65,-0.07
1103,3.65,-0.07
1104,3.65,-0.07
1105,3.65,-0.07
1106,3.64,-0.07
1107,3.64,-0.07
1108,3.64,-0.07
1109,3.63,-0.06
1110,3.63,-0.06
1111,3.63,-0.07
1112,3.63,-0.07
1113,3.63,-0.06
1114,3.62,-0.07
1115,3.62,-0.06
1116,3.62,-0.07
1117,3.62,-0.06
1118,3.62,-0.06
1119,3.62,-0.06
1120,3.63,-0.06
1121,3.63,-0.06
1122,3.63,-0.06
1123,3.63,-0.06
1124,3.64,-0.06
1125,3.64,-0.06
1126,3.64,-0.06
1127,3.65,-0.06
1128,3.65,-0.06
1129,3.66,-0.06
1130,3.66,-0.06
1131,3.67,-0.06
1132,3.67,-0.06
1133,3.68,-0.05
1134,3.68,-0.06
1135,3.68,-0.05
1136,3.69,-0.06
1137,3.69,-0.06
1138,3.7,-0.06
1139,3.7,-0.06
1140,3.7,-0.05
1141,3.71,-0.06
1142,3.71,-0.05
1143,3.71,-0.05
1144,3.71,-0.06
1145,3.71,-0.05
1146,3.71,-0.05
1147,3.71,-0.05
1148,3.71,-0.05
1149,3.71,-0.05
1150,3.71,-0.05
1151,3.71,-0.05
1152,3.71,-0.05
1153,3.7,-0.04
1154,3.7,-0.05
1155,3.7,-0.05
1156,3.7,-0.04
1157,3.69,-0.05
1158,3.69,-0.04
1159,3.69,-0.04
1160,3.69,-0.05
1161,3.69,-0.05
1162,3.68,-0.04
1163,3.68,-0.04
1164,3.68,-0.05
1165,3.68,-0.05
1166,3.68,-0.04
1167,3.68,-0.04
1168,3.68,-0.04
1169,3.68,-0.04
1170,3.68,-0.04
1171,3.68,-0.04
1172,3.68,-0.04
1173,3.68,-0.04
1174,3.69,-0.04
1175,3.69,-0.04
1176,3.69,-0.04
1177,3.7,-0.04
1178,3.7,-0.04
1179,3.7,-0.04
1180,3.71,-0.04
1181,3.71,-0.04
1182,3.72,-0.04
1183,3.72,-0.04
1184,3.72,-0.04
1185,3.73,-0.04
1186,3.73,-0.04
1187,3.74,-0.04
1188,3.74,-0.04
1189,3.74,-0.04
1190,3.75,-0.04
1191,3.75,-0.03
1192,3.75,-0.03
1193,3.76,-0.03
1194,3.76,-0.04
1195,3.76,-0.03
1196,3.76,-0.03
1197,3.76,-0.03
1198,3.76,-0.03
1199,3.76,-0.03
1200,3.76,-0.03
1201,3.76,-0.03
1202,3.76,-0.03
1203,3.76,-0.03
1204,3.76,-0.03
1205,3.75,-0.03
1206,3.75,-0.03
1207,3.75,-0.03
1208,3.75,-0.03
1209,3.75,-0.03
1210,3.74,-0.03
1211,3.74,-0.03
1212,3.74,-0.02
1213,3.74,-0.03
1214,3.74,-0.02
1215,3.74,-0.02
1216,3.74,-0.02
1217,3.74,-0.03
1218,3.74,-0.02
1219,3.73,-0.02
1220,3.74,-0.02
1221,3.74,-0.02
1222,3.74,-0.02
1223,3.74,-0.02
1224,3.74,-0.02
1225,3.74,-0.02
1226,3.75,-0.02
1227,3.75,-0.02
1228,3.75,-0.02
1229,3.75,-0.02
1230,3.76,-0.02
1231,3.76,-0.02
1232,3.77,-0.02
1233,3.77,-0.02
1234,3.77,-0.02
1235,3.78,-0.02
1236,3.78,-0.02
1237,3.79,-0.02
1238,3.79,-0.02
1239,3.79,-0.02
1240,3.8,-0.02
1241,3.8,-0.01
1242,3.8,-0.01
1243,3.81,-0.01
1244,3.81,-0.01
1245,3.81,-0.01
1246,3.81,-0.01
1247,3.81,-0.01
1248,3.81,-0.01
1249,3.82,-0.01
1250,3.82,-0.01
1251,3.82,-0.01
1252,3.82,-0.01
1253,3.82,-0.01
1254,3.81,-0.01
1255,3.81,-0.01
1256,3.81,-0.01
1257,3.81,-0.01
1258,3.81,-0.01
1259,3.81,-0.01
1260,3.81,-0.01
1261,3.8,-0.01
1262,3.8,-0.01
1263,3.8,-0.0
1264,3.8,-0.01
1265,3.8,-0.0
1266,3.8,-0.0
1267,3.8,-0.01
1268,3.8,-0.0
