Sample,Courant,Pose
0,-3.12,26.97
1,-3.12,26.98
2,-3.12,26.98
3,-3.12,26.98
4,-3.12,26.98
5,-3.12,26.97
6,-3.12,26.96
7,-3.12,26.95
8,-3.12,26.96
9,-3.12,26.95
10,-3.12,26.95
11,-3.12,26.95
12,-3.12,26.94
13,-3.12,26.94
14,-3.12,26.93
15,-3.12,26.94
16,-3.12,26.93
17,-3.12,26.93
18,-3.12,26.92
19,-3.12,26.93
20,-3.12,26.93
21,-3.12,26.94
22,-3.12,26.94
23,-3.12,26.95
24,-3.12,26.94
25,-3.12,26.94
26,-3.12,26.94
27,-3.12,26.95
28,-3.12,26.96
29,-3.12,26.96
30,-3.12,26.97
31,-3.12,26.96
32,-3.12,26.96
33,-3.12,26.95
34,-3.12,26.96
35,-3.12,26.96
36,-3.12,26.95
37,-3.12,26.95
38,-3.12,26.94
39,-3.12,26.94
40,-3.12,26.94
41,-3.12,26.94
42,-3.12,26.95
43,-3.12,26.95
44,-3.12,26.95
45,-3.12,26.95
46,-3.12,26.95
47,-3.12,26.95
48,-3.12,26.95
49,-3.12,26.96
50,-3.12,26.97
51,-3.12,26.97
52,-3.12,26.98
53,-3.12,26.99
54,-3.12,26.98
55,-3.12,26.99
56,-3.12,26.99
57,-3.12,26.99
58,-3.12,26.99
59,-3.12,26.99
60,-3.12,26.99
61,-3.12,26.98
62,-3.12,26.98
63,-3.12,26.98
64,-3.12,26.98
65,-3.12,26.98
66,-3.12,26.98
67,-3.12,26.99
68,-3.12,27.0
69,-3.12,27.0
70,-3.12,26.99
71,-3.12,26.99
72,-3.12,26.98
73,-3.12,26.98
74,-3.12,26.98
75,-3.12,26.97
76,-3.12,26.98
77,-3.12,26.97
78,-3.12,26.97
79,-3.12,26.97
80,-3.12,26.97
81,-3.12,26.96
82,-3.12,26.95
83,-3.12,26.95
84,-3.12,26.94
85,-3.12,26.95
86,-3.12,26.96
87,-3.12,26.95
88,-3.12,26.94
89,-3.12,26.94
90,-3.12,26.93
91,-3.12,26.93
92,-3.12,26.93
93,-3.12,26.94
94,-3.12,26.94
95,-3.12,26.94
96,-3.12,26.94
97,-3.12,26.95
98,-3.12,26.95
99,-3.12,26.95
100,-3.12,26.95
101,-3.12,26.95
102,-3.12,26.94
103,-3.12,26.94
104,-3.12,26.94
105,-3.12,26.94
106,-3.12,26.95
107,-3.12,26.94
108,-3.12,26.95
109,-3.12,26.94
110,-3.12,26.94
111,-3.12,26.93
112,-3.12,26.94
113,-3.12,26.95
114,-3.12,26.95
115,-3.12,26.95
116,-3.12,26.95
117,-3.12,26.94
118,-3.12,26.94
119,-3.12,26.93
120,-3.12,26.94
121,-3.12,26.93
122,-3.12,26.94
123,-3.12,26.93
124,-3.12,26.93
125,-3.12,26.92
126,-3.12,26.92
127,-3.12,26.92
128,-3.12,26.92
129,-3.12,26.92
130,-3.12,26.93
131,-3.12,26.92
132,-3.12,26.92
133,-3.12,26.92
134,-3.12,26.91
135,-3.12,26.91
136,-3.12,26.91
