Sample,Courant,Pose
0,-0.03,5.35
1,-0.03,5.36
2,-0.03,5.36
3,-0.03,5.36
4,-0.03,5.36
5,-0.03,5.36
6,-0.03,5.36
7,-0.03,5.36
8,-0.03,5.36
9,-0.03,5.36
10,-0.03,5.36
11,-0.03,5.36
12,-0.03,5.36
13,-0.03,5.36
14,-0.03,5.36
15,-0.03,5.36
16,-0.03,5.36
17,-0.04,5.36
18,-0.03,5.36
19,-0.03,5.36
20,-0.03,5.36
21,-0.03,5.36
22,-0.03,5.36
23,-0.03,5.36
24,-0.03,5.36
25,-0.03,5.36
26,-0.03,5.36
27,-0.03,5.36
28,-0.03,5.36
29,-0.03,5.36
30,-0.03,5.36
31,-0.03,5.36
32,-0.03,5.36
33,-0.03,5.36
34,-0.03,5.36
35,-0.03,5.36
36,-0.03,5.36
37,-0.03,5.36
38,-0.03,5.36
39,-0.04,5.35
40,-0.03,5.35
41,-0.03,5.35
42,-0.03,5.35
43,-0.03,5.35
44,-0.03,5.35
45,-0.03,5.35
46,-0.03,5.36
47,-0.03,5.36
48,-0.03,5.36
49,-0.03,5.36
50,-0.02,5.36
51,-0.03,5.36
52,-0.03,5.36
53,-0.03,5.36
54,-0.03,5.36
55,-0.03,5.36
56,-0.03,5.36
57,-0.03,5.36
58,-0.03,5.36
59,-0.03,5.36
60,-0.03,5.36
61,-0.03,5.36
62,-0.03,5.36
63,-0.03,5.36
64,-0.04,5.36
65,-0.03,5.36
66,-0.03,5.36
67,-0.03,5.36
68,-0.03,5.36
69,-0.03,5.36
70,-0.03,5.36
71,-0.03,5.36
72,-0.03,5.36
73,-0.03,5.36
74,-0.03,5.36
75,-0.04,5.36
76,-0.03,5.36
77,-0.03,5.36
78,-0.03,5.36
79,-0.04,5.36
80,-0.04,5.35
81,-0.04,5.35
82,-0.04,5.35
83,-0.04,5.35
84,-0.04,5.35
85,-0.04,5.35
86,-0.04,5.35
87,-0.04,5.35
88,-0.04,5.35
89,-0.04,5.35
90,-0.04,5.35
91,-0.04,5.35
92,-0.04,5.35
93,-0.04,5.35
94,-0.04,5.35
95,-0.03,5.35
96,-0.04,5.35
97,-0.04,5.35
98,-0.04,5.35
99,-0.04,5.35
100,-0.04,5.35
101,-0.04,5.35
102,-0.04,5.35
103,-0.04,5.35
104,-0.04,5.35
105,-0.04,5.35
106,-0.04,5.35
107,-0.04,5.35
108,-0.04,5.35
109,-0.04,5.35
110,-0.04,5.35
111,-0.04,5.35
112,-0.04,5.35
113,-0.04,5.35
114,-0.04,5.35
115,-0.04,5.35
116,-0.04,5.35
117,-0.04,5.35
118,-0.04,5.35
119,-0.04,5.35
120,-0.04,5.35
121,-0.04,5.35
122,-0.04,5.35
123,-0.04,5.35
124,-0.04,5.35
125,-0.04,5.35
126,-0.04,5.35
127,-0.04,5.35
128,-0.04,5.35
