Sample,Courant,Pose
0,1.53,8.57
1,1.53,8.57
2,1.53,8.57
3,1.52,8.57
4,1.53,8.57
5,1.53,8.57
6,1.53,8.57
7,1.53,8.57
8,1.53,8.57
9,1.53,8.57
10,1.53,8.57
11,1.53,8.57
12,1.53,8.57
13,1.53,8.57
14,1.53,8.57
15,1.53,8.57
16,1.53,8.57
17,1.53,8.57
18,1.53,8.57
19,1.53,8.57
20,1.53,8.57
21,1.53,8.57
22,1.53,8.57
23,1.53,8.57
24,1.53,8.57
25,1.53,8.57
26,1.52,8.57
27,1.53,8.57
28,1.53,8.57
29,1.52,8.57
30,1.53,8.57
31,1.53,8.57
32,1.53,8.57
33,1.53,8.57
34,1.53,8.57
35,1.53,8.57
36,1.53,8.57
37,1.53,8.57
38,1.53,8.57
39,1.53,8.57
40,1.53,8.57
41,1.53,8.57
42,1.53,8.57
43,1.53,8.57
44,1.53,8.57
45,1.53,8.57
46,1.53,8.57
47,1.53,8.57
48,1.53,8.57
49,1.53,8.57
50,1.53,8.57
51,1.53,8.57
52,1.53,8.57
53,1.53,8.57
54,1.53,8.57
55,1.53,8.57
56,1.53,8.57
57,1.53,8.57
58,1.53,8.57
59,1.52,8.57
60,1.53,8.57
61,1.53,8.57
62,1.53,8.57
63,1.53,8.57
64,1.53,8.57
65,1.53,8.57
66,1.53,8.57
67,1.52,8.57
68,1.53,8.57
69,1.53,8.57
70,1.53,8.57
71,1.53,8.57
72,1.53,8.57
73,1.53,8.57
74,1.53,8.57
75,1.53,8.57
76,1.53,8.57
77,1.53,8.57
78,1.53,8.57
79,1.53,8.57
80,1.53,8.57
81,1.53,8.57
82,1.53,8.57
83,1.53,8.57
84,1.53,8.57
85,1.53,8.57
86,1.53,8.57
87,1.53,8.57
88,1.53,8.57
89,1.53,8.57
90,1.53,8.57
91,1.53,8.57
92,1.53,8.57
93,1.53,8.57
94,1.53,8.57
95,1.53,8.57
96,1.53,8.57
97,1.53,8.57
98,1.53,8.57
99,1.53,8.57
100,1.53,8.57
101,1.53,8.57
102,1.53,8.57
103,1.53,8.57
104,1.53,8.57
105,1.53,8.57
106,1.53,8.57
107,1.53,8.57
108,1.53,8.57
109,1.53,8.57
110,1.53,8.57
111,1.53,8.57
112,1.53,8.57
113,1.53,8.57
114,1.53,8.57
115,1.53,8.57
116,1.53,8.57
117,1.53,8.57
118,1.53,8.57
119,1.53,8.57
120,1.53,8.57
121,1.53,8.57
122,1.53,8.57
123,1.53,8.57
124,1.53,8.57
125,1.53,8.57
126,1.53,8.57
127,1.53,8.57
128,1.53,8.57
129,1.53,8.57
130,1.53,8.57
131,1.53,8.57
132,1.53,8.57
133,1.53,8.57
134,1.53,8.57
135,1.53,8.57
136,1.53,8.57
137,1.53,8.57
138,1.53,8.57
139,1.53,8.57
140,1.53,8.57
141,1.53,8.57
142,1.53,8.57
143,1.53,8.57
144,1.53,8.57
145,1.53,8.57
146,1.53,8.57
147,1.53,8.57
148,1.53,8.57
149,1.53,8.57
150,1.53,8.57
151,1.53,8.57
152,1.53,8.57
153,1.53,8.57
154,1.53,8.57
155,1.53,8.57
156,1.53,8.57
157,1.53,8.57
158,1.53,8.57
159,1.53,8.57
160,1.53,8.57
161,1.53,8.57
162,1.53,8.57
163,1.53,8.57
164,1.53,8.57
165,1.53,8.57
166,1.52,8.57
167,1.53,8.57
168,1.53,8.57
169,1.53,8.57
170,1.53,8.57
171,1.53,8.57
172,1.53,8.57
173,1.53,8.57
174,1.53,8.57
175,1.53,8.57
176,1.53,8.57
177,1.53,8.57
178,1.53,8.57
179,1.53,8.57
180,1.53,8.57
181,1.53,8.57
182,1.53,8.57
183,1.53,8.57
184,1.53,8.57
185,1.53,8.57
186,1.53,8.57
187,1.53,8.57
188,1.53,8.57
189,1.53,8.57
190,1.53,8.57
191,1.53,8.57
192,1.53,8.57
193,1.53,8.57
194,1.53,8.57
195,1.53,8.57
196,1.53,8.57
197,1.53,8.57
198,1.53,8.57
199,1.53,8.57
200,1.53,8.57
201,1.53,8.57
202,1.53,8.57
203,1.53,8.57
204,1.53,8.57
205,1.53,8.57
206,1.53,8.57
207,1.53,8.57
208,1.53,8.57
